,KODE_KEC,KODE_KK,KODE_PROV,KECAMATAN,KAB_KOTA,PROVINSI,FID
4216,74.02.25,74.02,74,Meluhu,Konawe,Sulawesi Tenggara,74.02.25
4217,74.02.23,74.02,74,Routa,Konawe,Sulawesi Tenggara,74.02.23
4218,74.02.39,74.02,74,Morosi,Konawe,Sulawesi Tenggara,74.02.39
4219,74.02.37,74.02,74,Onembute,Konawe,Sulawesi Tenggara,74.02.37
4220,74.02.38,74.02,74,Padangguni,Konawe,Sulawesi Tenggara,74.02.38
4221,74.02.31,74.02,74,Asinua,Konawe,Sulawesi Tenggara,74.02.31
4222,74.02.32,74.02,74,Konawe,Konawe,Sulawesi Tenggara,74.02.32
4223,32.09.09,32.09,32,Sedong,Cirebon,Jawa Barat,32.09.09
4224,74.02.36,74.02,74,Lalonggasumeeto,Konawe,Sulawesi Tenggara,74.02.36
4225,35.09.08,35.09,35,Puger,Jember,Jawa Timur,35.09.08
4226,74.02.33,74.02,74,Kapoiala,Konawe,Sulawesi Tenggara,74.02.33
4227,35.09.09,35.09,35,Bangsalsari,Jember,Jawa Timur,35.09.09
4228,35.09.06,35.09,35,Tanggul,Jember,Jawa Timur,35.09.06
4229,32.09.03,32.09,32,Losari,Cirebon,Jawa Barat,32.09.03
4230,35.09.07,35.09,35,Semboro,Jember,Jawa Timur,35.09.07
4231,32.09.04,32.09,32,Pabedilan,Cirebon,Jawa Barat,32.09.04
4232,32.09.01,32.09,32,Waled,Cirebon,Jawa Barat,32.09.01
4233,32.09.02,32.09,32,Ciledug,Cirebon,Jawa Barat,32.09.02
4234,32.09.07,32.09,32,Lemahabang,Cirebon,Jawa Barat,32.09.07
4235,32.09.08,32.09,32,Susukan Lebak,Cirebon,Jawa Barat,32.09.08
4236,32.09.05,32.09,32,Babakan,Cirebon,Jawa Barat,32.09.05
4237,35.09.01,35.09,35,Jombang,Jember,Jawa Timur,35.09.01
4238,32.09.06,32.09,32,Karangsembung,Cirebon,Jawa Barat,32.09.06
4239,13.02.05,13.02,13,Payung Sekaki,Solok,Sumatera Barat,13.02.05
4240,61.05.09,61.05,61,Kayan Hulu,Sintang,Kalimantan Barat,61.05.09
4241,35.09.04,35.09,35,Gumukmas,Jember,Jawa Timur,35.09.04
4242,13.02.06,13.02,13,Lembang Jaya,Solok,Sumatera Barat,13.02.06
4243,35.09.05,35.09,35,Umbulsari,Jember,Jawa Timur,35.09.05
4244,13.02.03,13.02,13,Pantai Cermin,Solok,Sumatera Barat,13.02.03
4245,35.09.02,35.09,35,Kencong,Jember,Jawa Timur,35.09.02
4246,13.02.04,13.02,13,Lembah Gumanti,Solok,Sumatera Barat,13.02.04
4247,35.09.03,35.09,35,Sumberbaru,Jember,Jawa Timur,35.09.03
4248,61.05.03,61.05,61,Sepauk,Sintang,Kalimantan Barat,61.05.03
4249,61.05.04,61.05,61,Ketungau Hilir,Sintang,Kalimantan Barat,61.05.04
4250,61.05.01,61.05,61,Sintang,Sintang,Kalimantan Barat,61.05.01
4251,61.05.02,61.05,61,Tempunak,Sintang,Kalimantan Barat,61.05.02
4252,61.05.07,61.05,61,Dedai,Sintang,Kalimantan Barat,61.05.07
4253,32.04.40,32.04,32,Rancabali,Bandung,Jawa Barat,32.04.40
4254,73.09.02,73.09,73,Camba,Maros,Sulawesi Selatan,73.09.02
4255,61.05.08,61.05,61,Kayan Hilir,Sintang,Kalimantan Barat,61.05.08
4256,73.09.03,73.09,73,Bantimurung,Maros,Sulawesi Selatan,73.09.03
4257,61.05.05,61.05,61,Ketungau Tengah,Sintang,Kalimantan Barat,61.05.05
4258,32.04.46,32.04,32,Kutawaringin,Bandung,Jawa Barat,32.04.46
4259,61.05.06,61.05,61,Ketungau Hulu,Sintang,Kalimantan Barat,61.05.06
4260,73.09.01,73.09,73,Mandai,Maros,Sulawesi Selatan,73.09.01
4261,32.04.44,32.04,32,Cangkuang,Bandung,Jawa Barat,32.04.44
4262,74.02.40,74.02,74,Anggalomoare,Konawe,Sulawesi Tenggara,74.02.40
4263,74.02.41,74.02,74,Wonggeduku Barat,Konawe,Sulawesi Tenggara,74.02.41
4264,13.02.09,13.02,13,Ix Koto Sungai Lasi,Solok,Sumatera Barat,13.02.09
4265,35.09.19,35.09,35,Kaliwates,Jember,Jawa Timur,35.09.19
4266,53.17.01,53.17,53,Katiku Tana,Sumba Tengah,Nusa Tenggara Timur,53.17.01
4267,53.17.02,53.17,53,Umbu Ratu Nggay Barat,Sumba Tengah,Nusa Tenggara Timur,53.17.02
4268,13.02.07,13.02,13,Gunung Talang,Solok,Sumatera Barat,13.02.07
4269,35.09.17,35.09,35,Ajung,Jember,Jawa Timur,35.09.17
4270,13.02.08,13.02,13,Bukit Sundi,Solok,Sumatera Barat,13.02.08
4271,35.09.18,35.09,35,Tempurejo,Jember,Jawa Timur,35.09.18
4272,53.17.05,53.17,53,Katiku Tana Selatan,Sumba Tengah,Nusa Tenggara Timur,53.17.05
4273,16.07.09,16.07,16,Makarti Jaya,Banyuasin,Sumatera Selatan,16.07.09
4274,53.17.06,53.17,53,Umbu Ratu Nggay Tengah,Sumba Tengah,Nusa Tenggara Timur,53.17.06
4275,53.17.03,53.17,53,Mamboro,Sumba Tengah,Nusa Tenggara Timur,53.17.03
4276,53.17.04,53.17,53,Umbu Ratu Nggay,Sumba Tengah,Nusa Tenggara Timur,53.17.04
4277,13.02.12,13.02,13,X Koto Diatas,Solok,Sumatera Barat,13.02.12
4278,35.09.11,35.09,35,Wuluhan,Jember,Jawa Timur,35.09.11
4279,13.02.13,13.02,13,Junjung Sirih,Solok,Sumatera Barat,13.02.13
4280,35.09.12,35.09,35,Ambulu,Jember,Jawa Timur,35.09.12
4281,13.02.10,13.02,13,Kubung,Solok,Sumatera Barat,13.02.10
4282,73.09.06,73.09,73,Malllawa,Maros,Sulawesi Selatan,73.09.06
4283,13.02.11,13.02,13,X Koto Singkarak,Solok,Sumatera Barat,13.02.11
4284,35.09.10,35.09,35,Balung,Jember,Jawa Timur,35.09.10
4285,16.07.14,16.07,16,Air Salek,Banyuasin,Sumatera Selatan,16.07.14
4286,73.09.07,73.09,73,Tanralili,Maros,Sulawesi Selatan,73.09.07
4287,35.09.15,35.09,35,Sukorambi,Jember,Jawa Timur,35.09.15
4288,16.07.15,16.07,16,Tungkal Ilir,Banyuasin,Sumatera Selatan,16.07.15
4289,73.09.04,73.09,73,Maros Baru,Maros,Sulawesi Selatan,73.09.04
4290,13.02.17,13.02,13,Hiliran Gumanti,Solok,Sumatera Barat,13.02.17
4291,35.09.16,35.09,35,Jenggawah,Jember,Jawa Timur,35.09.16
4292,16.07.12,16.07,16,Tanjung Lago,Banyuasin,Sumatera Selatan,16.07.12
4293,73.09.05,73.09,73,Bontoa,Maros,Sulawesi Selatan,73.09.05
4294,35.09.13,35.09,35,Rambipuji,Jember,Jawa Timur,35.09.13
4295,16.07.13,16.07,16,Muara Sugihan,Banyuasin,Sumatera Selatan,16.07.13
4296,35.09.14,35.09,35,Panti,Jember,Jawa Timur,35.09.14
4297,16.07.18,16.07,16,Sumber Marga Telang,Banyuasin,Sumatera Selatan,16.07.18
4298,16.07.19,16.07,16,Air Kumbang,Banyuasin,Sumatera Selatan,16.07.19
4299,73.09.08,73.09,73,Marusu,Maros,Sulawesi Selatan,73.09.08
4300,16.07.16,16.07,16,Suak Tapeh,Banyuasin,Sumatera Selatan,16.07.16
4301,73.09.09,73.09,73,Simbang,Maros,Sulawesi Selatan,73.09.09
4302,61.05.14,61.05,61,Serawai,Sintang,Kalimantan Barat,61.05.14
4303,71.10.06,71.10,71,Motongkad,Bolaang Mongondow Timur,Sulawesi Utara,71.10.06
4304,16.07.17,16.07,16,Sembawa,Banyuasin,Sumatera Selatan,16.07.17
4305,61.05.15,61.05,61,Ambalau,Sintang,Kalimantan Barat,61.05.15
4306,71.10.07,71.10,71,Mooat,Bolaang Mongondow Timur,Sulawesi Utara,71.10.07
4307,73.09.10,73.09,73,Cenrana,Maros,Sulawesi Selatan,73.09.10
4308,71.10.04,71.10,71,Modayag,Bolaang Mongondow Timur,Sulawesi Utara,71.10.04
4309,71.10.05,71.10,71,Modayag Barat,Bolaang Mongondow Timur,Sulawesi Utara,71.10.05
4310,73.09.13,73.09,73,Moncong Loe,Maros,Sulawesi Selatan,73.09.13
4311,61.05.19,61.05,61,Kelam Permai,Sintang,Kalimantan Barat,61.05.19
4312,35.10.17,35.10,35,Giri,Banyuwangi,Jawa Timur,35.10.17
4313,16.07.10,16.07,16,Talang Kelapa,Banyuasin,Sumatera Selatan,16.07.10
4314,73.09.14,73.09,73,Turikale,Maros,Sulawesi Selatan,73.09.14
4315,35.10.18,35.10,35,Wongsorejo,Banyuwangi,Jawa Timur,35.10.18
4316,16.07.11,16.07,16,Rantau Bayur,Banyuasin,Sumatera Selatan,16.07.11
4317,73.09.11,73.09,73,Tompobulu,Maros,Sulawesi Selatan,73.09.11
4318,53.11.09,53.11,53,Rindi,Sumba Timur,Nusa Tenggara Timur,53.11.09
4319,35.10.15,35.10,35,Glagah,Banyuwangi,Jawa Timur,35.10.15
4320,73.09.12,73.09,73,Lau,Maros,Sulawesi Selatan,73.09.12
4321,35.10.16,35.10,35,Banyuwangi,Banyuwangi,Jawa Timur,35.10.16
4322,35.10.19,35.10,35,Songgon,Banyuwangi,Jawa Timur,35.10.19
4323,62.13.07,62.13,62,Paju Epat,Barito Timur,Kalimantan Tengah,62.13.07
4324,71.10.02,71.10,71,Kotabunan,Bolaang Mongondow Timur,Sulawesi Utara,71.10.02
4325,53.11.14,53.11,53,Kahaungu Eti,Sumba Timur,Nusa Tenggara Timur,53.11.14
4326,62.13.08,62.13,62,Raren Batuah,Barito Timur,Kalimantan Tengah,62.13.08
4327,71.10.03,71.10,71,Nuangan,Bolaang Mongondow Timur,Sulawesi Utara,71.10.03
4328,35.10.20,35.10,35,Sempu,Banyuwangi,Jawa Timur,35.10.20
4329,53.11.15,53.11,53,Matawai La Pawu,Sumba Timur,Nusa Tenggara Timur,53.11.15
4330,62.13.05,62.13,62,Dusun Tengah,Barito Timur,Kalimantan Tengah,62.13.05
4331,35.10.21,35.10,35,Kalipuro,Banyuwangi,Jawa Timur,35.10.21
4332,53.11.12,53.11,53,Paberiwai,Sumba Timur,Nusa Tenggara Timur,53.11.12
4333,62.13.06,62.13,62,Pematang Karau,Barito Timur,Kalimantan Tengah,62.13.06
4334,71.10.01,71.10,71,Tutuyan,Bolaang Mongondow Timur,Sulawesi Utara,71.10.01
4335,53.11.13,53.11,53,Karera,Sumba Timur,Nusa Tenggara Timur,53.11.13
4336,35.09.28,35.09,35,Ledokombo,Jember,Jawa Timur,35.09.28
4337,53.11.18,53.11,53,Lewa Tidahu,Sumba Timur,Nusa Tenggara Timur,53.11.18
4338,35.10.24,35.10,35,Licin,Banyuwangi,Jawa Timur,35.10.24
4339,35.09.29,35.09,35,Sukowono,Jember,Jawa Timur,35.09.29
4340,53.11.19,53.11,53,Katala Hamu Lingu,Sumba Timur,Nusa Tenggara Timur,53.11.19
4341,62.13.09,62.13,62,Paku,Barito Timur,Kalimantan Tengah,62.13.09
4342,35.10.25,35.10,35,Blimbingsari,Banyuwangi,Jawa Timur,35.10.25
4343,53.11.16,53.11,53,Kambera,Sumba Timur,Nusa Tenggara Timur,53.11.16
4344,35.10.22,35.10,35,Siliragung,Banyuwangi,Jawa Timur,35.10.22
4345,53.11.17,53.11,53,Kambata Mapambuhang,Sumba Timur,Nusa Tenggara Timur,53.11.17
4346,35.10.23,35.10,35,Tegalsari,Banyuwangi,Jawa Timur,35.10.23
4347,35.73.03,35.73,35,Kedungkandang,Kota Malang,Jawa Timur,35.73.03
4348,35.73.04,35.73,35,Sukun,Kota Malang,Jawa Timur,35.73.04
4349,35.09.22,35.09,35,Arjasa,Jember,Jawa Timur,35.09.22
4350,35.73.01,35.73,35,Blimbing,Kota Malang,Jawa Timur,35.73.01
4351,35.09.23,35.09,35,Mumbulsari,Jember,Jawa Timur,35.09.23
4352,62.13.03,62.13,62,Patangkep Tutui,Barito Timur,Kalimantan Tengah,62.13.03
4353,35.73.02,35.73,35,Klojen,Kota Malang,Jawa Timur,35.73.02
4354,35.09.20,35.09,35,Patrang,Jember,Jawa Timur,35.09.20
4355,53.11.10,53.11,53,Pahunga Lodu,Sumba Timur,Nusa Tenggara Timur,53.11.10
4356,62.13.04,62.13,62,Awang,Barito Timur,Kalimantan Tengah,62.13.04
4357,65.02.04,65.02,65,Kayan Hilir,Malinau,Kalimantan Utara,65.02.04
4358,35.09.21,35.09,35,Sumbersari,Jember,Jawa Timur,35.09.21
4359,53.11.11,53.11,53,Wulla Waijelu,Sumba Timur,Nusa Tenggara Timur,53.11.11
4360,62.13.01,62.13,62,Dusun Timur,Barito Timur,Kalimantan Tengah,62.13.01
4361,65.02.05,65.02,65,Kayan Hulu,Malinau,Kalimantan Utara,65.02.05
4362,35.09.26,35.09,35,Mayang,Jember,Jawa Timur,35.09.26
4363,62.13.02,62.13,62,Banua Lima,Barito Timur,Kalimantan Tengah,62.13.02
4364,65.02.02,65.02,65,Malinau Kota,Malinau,Kalimantan Utara,65.02.02
4365,35.73.05,35.73,35,Lowokwaru,Kota Malang,Jawa Timur,35.73.05
4366,35.09.27,35.09,35,Kalisat,Jember,Jawa Timur,35.09.27
4367,65.02.03,65.02,65,Pujungan,Malinau,Kalimantan Utara,65.02.03
4368,35.09.24,35.09,35,Pakusari,Jember,Jawa Timur,35.09.24
4369,65.02.08,65.02,65,Malinau Barat,Malinau,Kalimantan Utara,65.02.08
4370,63.02.06,63.02,63,Pulaulaut Utara,Kotabaru,Kalimantan Selatan,63.02.06
4371,35.09.25,35.09,35,Jelbuk,Jember,Jawa Timur,35.09.25
4372,65.02.09,65.02,65,Sungai Boh,Malinau,Kalimantan Utara,65.02.09
4373,63.02.07,63.02,63,Kelumpang Selatan,Kotabaru,Kalimantan Selatan,63.02.07
4374,65.02.06,65.02,65,Malinau Selatan,Malinau,Kalimantan Utara,65.02.06
4375,63.02.04,63.02,63,Pulau Laut Timur,Kotabaru,Kalimantan Selatan,63.02.04
4376,65.02.07,65.02,65,Malinau Utara,Malinau,Kalimantan Utara,65.02.07
4377,63.02.05,63.02,63,Pulau Sebuku,Kotabaru,Kalimantan Selatan,63.02.05
4378,63.02.08,63.02,63,Kelumpang Hulu,Kotabaru,Kalimantan Selatan,63.02.08
4379,33.29.08,33.29,33,Wanasari,Brebes,Jawa Tengah,33.29.08
4380,63.02.09,63.02,63,Kelumpang Tengah,Kotabaru,Kalimantan Selatan,63.02.09
4381,33.29.09,33.29,33,Brebes,Brebes,Jawa Tengah,33.29.09
4382,16.07.21,16.07,16,Selat Penuguan,Banyuasin,Sumatera Selatan,16.07.21
4383,33.29.06,33.29,33,Tonjong,Brebes,Jawa Tengah,33.29.06
4384,65.02.01,65.02,65,Mentarang,Malinau,Kalimantan Utara,65.02.01
4385,33.29.07,33.29,33,Jatibarang,Brebes,Jawa Tengah,33.29.07
4386,16.07.20,16.07,16,Karang Agung Ilir,Banyuasin,Sumatera Selatan,16.07.20
4387,63.02.02,63.02,63,Pulau Laut Barat,Kotabaru,Kalimantan Selatan,63.02.02
4388,63.02.03,63.02,63,Pulau Laut Selatan,Kotabaru,Kalimantan Selatan,63.02.03
4389,63.02.01,63.02,63,Pulau Sembilan,Kotabaru,Kalimantan Selatan,63.02.01
4390,33.29.01,33.29,33,Salem,Brebes,Jawa Tengah,33.29.01
4391,33.29.04,33.29,33,Paguyangan,Brebes,Jawa Tengah,33.29.04
4392,33.29.05,33.29,33,Sirampog,Brebes,Jawa Tengah,33.29.05
4393,33.29.02,33.29,33,Bantarkawung,Brebes,Jawa Tengah,33.29.02
4394,53.21.02,53.21,53,Malaka Barat,Malaka,Nusa Tenggara Timur,53.21.02
4395,33.29.03,33.29,33,Bumiayu,Brebes,Jawa Tengah,33.29.03
4396,53.21.03,53.21,53,Wewiku,Malaka,Nusa Tenggara Timur,53.21.03
4397,62.13.10,62.13,62,Karusen Janang,Barito Timur,Kalimantan Tengah,62.13.10
4398,53.21.01,53.21,53,Malaka Tengah,Malaka,Nusa Tenggara Timur,53.21.01
4399,53.21.06,53.21,53,Io Kufeu,Malaka,Nusa Tenggara Timur,53.21.06
4400,53.21.07,53.21,53,Sasitamean,Malaka,Nusa Tenggara Timur,53.21.07
4401,53.21.04,53.21,53,Weliman,Malaka,Nusa Tenggara Timur,53.21.04
4402,16.01.28,16.01,16,Lengkiti,Ogan Komering Ulu,Sumatera Selatan,16.01.28
4403,53.21.05,53.21,53,Rinhat,Malaka,Nusa Tenggara Timur,53.21.05
4404,53.11.21,53.11,53,Ngadu Ngala,Sumba Timur,Nusa Tenggara Timur,53.11.21
4405,65.02.15,65.02,65,Sungai Tubu,Malinau,Kalimantan Utara,65.02.15
4406,53.11.22,53.11,53,Mahu,Sumba Timur,Nusa Tenggara Timur,53.11.22
4407,65.02.13,65.02,65,Malinau Selatan Hilir,Malinau,Kalimantan Utara,65.02.13
4408,53.11.20,53.11,53,Kanatang,Sumba Timur,Nusa Tenggara Timur,53.11.20
4409,65.02.14,65.02,65,Malinau Selatan Hulu,Malinau,Kalimantan Utara,65.02.14
4410,63.02.17,63.02,63,Kelumpang Hilir,Kotabaru,Kalimantan Selatan,63.02.17
4411,16.01.29,16.01,16,Sinar Peninjauan,Ogan Komering Ulu,Sumatera Selatan,16.01.29
4412,63.02.18,63.02,63,Kelumpang Barat,Kotabaru,Kalimantan Selatan,63.02.18
4413,63.02.15,63.02,63,Sungai Durian,Kotabaru,Kalimantan Selatan,63.02.15
4414,16.01.30,16.01,16,Lubuk Raja,Ogan Komering Ulu,Sumatera Selatan,16.01.30
4415,63.02.16,63.02,63,Pulau Laut Tengah,Kotabaru,Kalimantan Selatan,63.02.16
4416,16.01.31,16.01,16,Muara Jaya,Ogan Komering Ulu,Sumatera Selatan,16.01.31
4417,63.02.19,63.02,63,Pamukan Barat,Kotabaru,Kalimantan Selatan,63.02.19
4418,35.13.01,35.13,35,Sukapura,Probolinggo,Jawa Timur,35.13.01
4419,14.03.01,14.03,14,Bengkalis,Bengkalis,Riau,14.03.01
4420,65.02.11,65.02,65,Bahau Hulu,Malinau,Kalimantan Utara,65.02.11
4421,35.13.02,35.13,35,Sumber,Probolinggo,Jawa Timur,35.13.02
4422,16.01.32,16.01,16,Kedaton Peninjauan Raya,Ogan Komering Ulu,Sumatera Selatan,16.01.32
4423,33.29.17,33.29,33,Banjarharjo,Brebes,Jawa Tengah,33.29.17
4424,14.03.02,14.03,14,Bantan,Bengkalis,Riau,14.03.02
4425,65.02.12,65.02,65,Mentarang Hulu,Malinau,Kalimantan Utara,65.02.12
4426,63.02.10,63.02,63,Kelumpang Utara,Kotabaru,Kalimantan Selatan,63.02.10
4427,65.02.10,65.02,65,Kayan Selatan,Malinau,Kalimantan Utara,65.02.10
4428,35.13.05,35.13,35,Leces,Probolinggo,Jawa Timur,35.13.05
4429,35.13.06,35.13,35,Banyuanyar,Probolinggo,Jawa Timur,35.13.06
4430,63.02.13,63.02,63,Pamukan Utara,Kotabaru,Kalimantan Selatan,63.02.13
4431,35.13.03,35.13,35,Kuripan,Probolinggo,Jawa Timur,35.13.03
4432,63.02.14,63.02,63,Hampang,Kotabaru,Kalimantan Selatan,63.02.14
4433,14.03.03,14.03,14,Bukit Batu,Bengkalis,Riau,14.03.03
4434,35.13.04,35.13,35,Bantaran,Probolinggo,Jawa Timur,35.13.04
4435,63.02.11,63.02,63,Pamukan Selatan,Kotabaru,Kalimantan Selatan,63.02.11
4436,33.29.11,33.29,33,Kersana,Brebes,Jawa Tengah,33.29.11
4437,63.02.12,63.02,63,Sampanahan,Kotabaru,Kalimantan Selatan,63.02.12
4438,33.29.12,33.29,33,Losari,Brebes,Jawa Tengah,33.29.12
4439,33.29.10,33.29,33,Songgom,Brebes,Jawa Tengah,33.29.10
4440,33.29.15,33.29,33,Larangan,Brebes,Jawa Tengah,33.29.15
4441,33.29.16,33.29,33,Ketanggungan,Brebes,Jawa Tengah,33.29.16
4442,33.29.13,33.29,33,Tanjung,Brebes,Jawa Tengah,33.29.13
4443,91.01.10,91.01,91,Elikobal,Merauke,Papua Selatan,91.01.10
4444,33.29.14,33.29,33,Bulakamba,Brebes,Jawa Tengah,33.29.14
4445,16.04.19,16.04,16,Kikim Barat,Lahat,Sumatera Selatan,16.04.19
4446,16.04.17,16.04,16,Kikim Timur,Lahat,Sumatera Selatan,16.04.17
4447,16.04.18,16.04,16,Kikim Tengah,Lahat,Sumatera Selatan,16.04.18
4448,63.08.10,63.08,63,Sungai Tabukan,Hulu Sungai Utara,Kalimantan Selatan,63.08.10
4449,16.04.22,16.04,16,Pagar Gunung,Lahat,Sumatera Selatan,16.04.22
4450,91.01.19,91.01,91,Waan,Merauke,Papua Selatan,91.01.19
4451,16.04.23,16.04,16,Merapi Timur,Lahat,Sumatera Selatan,16.04.23
4452,16.04.20,16.04,16,Pseksu,Lahat,Sumatera Selatan,16.04.20
4453,16.04.21,16.04,16,Gumay Talang,Lahat,Sumatera Selatan,16.04.21
4454,16.04.26,16.04,16,Merapi Selatan,Lahat,Sumatera Selatan,16.04.26
4455,16.04.27,16.04,16,Tanjungtebat,Lahat,Sumatera Selatan,16.04.27
4456,16.04.24,16.04,16,Tanjung Sakti Pumi,Lahat,Sumatera Selatan,16.04.24
4457,63.02.20,63.02,63,Pulau Laut Kepulauan,Kotabaru,Kalimantan Selatan,63.02.20
4458,91.01.13,91.01,91,Animha,Merauke,Papua Selatan,91.01.13
4459,16.04.25,16.04,16,Gumay Ulu,Lahat,Sumatera Selatan,16.04.25
4460,63.02.21,63.02,63,Pulau Laut Tanjung Selayar,Kotabaru,Kalimantan Selatan,63.02.21
4461,91.01.14,91.01,91,Malind,Merauke,Papua Selatan,91.01.14
4462,91.01.11,91.01,91,Kurik,Merauke,Papua Selatan,91.01.11
4463,91.01.12,91.01,91,Naukenjerai,Merauke,Papua Selatan,91.01.12
4464,91.01.17,91.01,91,Kaptel,Merauke,Papua Selatan,91.01.17
4465,91.01.18,91.01,91,Tabonji,Merauke,Papua Selatan,91.01.18
4466,63.02.22,63.02,63,Pulaulaut Sigam,Kotabaru,Kalimantan Selatan,63.02.22
4467,91.01.15,91.01,91,Tubang,Merauke,Papua Selatan,91.01.15
4468,91.01.16,91.01,91,Ngguti,Merauke,Papua Selatan,91.01.16
4469,91.01.20,91.01,91,Ilwayab,Merauke,Papua Selatan,91.01.20
4470,91.01.21,91.01,91,Padua,Merauke,Papua Selatan,91.01.21
4471,16.04.28,16.04,16,Muarapayang,Lahat,Sumatera Selatan,16.04.28
4472,16.04.29,16.04,16,Sukamerindu,Lahat,Sumatera Selatan,16.04.29
4473,92.06.02,92.06,92,Merdey,Teluk Bintuni,Papua Barat,92.06.02
4474,92.06.03,92.06,92,Babo,Teluk Bintuni,Papua Barat,92.06.03
4475,92.06.01,92.06,92,Bintuni,Teluk Bintuni,Papua Barat,92.06.01
4476,16.04.31,16.04,16,Lahat Selatan,Lahat,Sumatera Selatan,16.04.31
4477,13.07.06,13.07,13,Pangkalan Koto Baru,Lima Puluh Kota,Sumatera Barat,13.07.06
4478,71.01.09,71.01,71,Dumoga Barat,Bolaang Mongondow,Sulawesi Utara,71.01.09
4479,73.11.05,73.11,73,Mallusetasi,Barru,Sulawesi Selatan,73.11.05
4480,13.07.07,13.07,13,Kapur Ix,Lima Puluh Kota,Sumatera Barat,13.07.07
4481,73.11.06,73.11,73,Pujananting,Barru,Sulawesi Selatan,73.11.06
4482,13.07.04,13.07,13,Luak,Lima Puluh Kota,Sumatera Barat,13.07.04
4483,73.11.03,73.11,73,Barru,Barru,Sulawesi Selatan,73.11.03
4484,13.07.05,13.07,13,Harau,Lima Puluh Kota,Sumatera Barat,13.07.05
4485,73.11.04,73.11,73,Soppeng Riaja,Barru,Sulawesi Selatan,73.11.04
4486,91.01.22,91.01,91,Kontuar,Merauke,Papua Selatan,91.01.22
4487,13.07.08,13.07,13,Gunuang Omeh,Lima Puluh Kota,Sumatera Barat,13.07.08
4488,73.11.07,73.11,73,Balusu,Barru,Sulawesi Selatan,73.11.07
4489,13.07.09,13.07,13,Lareh Sago Halaban,Lima Puluh Kota,Sumatera Barat,13.07.09
4490,16.04.30,16.04,16,Mulak Sebingkai,Lahat,Sumatera Selatan,16.04.30
4491,13.07.02,13.07,13,Guguak,Lima Puluh Kota,Sumatera Barat,13.07.02
4492,71.01.05,71.01,71,Sang Tombolang,Bolaang Mongondow,Sulawesi Utara,71.01.05
4493,73.11.01,73.11,73,Tanete Riaja,Barru,Sulawesi Selatan,73.11.01
4494,13.07.03,13.07,13,Payakumbuh,Lima Puluh Kota,Sumatera Barat,13.07.03
4495,92.06.06,92.06,92,Moskona Utara,Teluk Bintuni,Papua Barat,92.06.06
4496,73.11.02,73.11,73,Tanete Rilau,Barru,Sulawesi Selatan,73.11.02
4497,92.06.07,92.06,92,Wamesa,Teluk Bintuni,Papua Barat,92.06.07
4498,13.07.01,13.07,13,Suliki,Lima Puluh Kota,Sumatera Barat,13.07.01
4499,92.06.04,92.06,92,Aranday,Teluk Bintuni,Papua Barat,92.06.04
4500,92.06.05,92.06,92,Moskona Selatan,Teluk Bintuni,Papua Barat,92.06.05
4501,72.02.22,72.02,72,Poso Kota Utara,Poso,Sulawesi Tengah,72.02.22
4502,92.06.08,92.06,92,Fafurwar,Teluk Bintuni,Papua Barat,92.06.08
4503,72.02.23,72.02,72,Lore Barat,Poso,Sulawesi Tengah,72.02.23
4504,92.06.09,92.06,92,Tembuni,Teluk Bintuni,Papua Barat,92.06.09
4505,72.02.20,72.02,72,Pamona Barat,Poso,Sulawesi Tengah,72.02.20
4506,72.02.21,72.02,72,Poso Kota Selatan,Poso,Sulawesi Tengah,72.02.21
4507,92.06.10,92.06,92,Kuri,Teluk Bintuni,Papua Barat,92.06.10
4508,72.02.26,72.02,72,Pamona Tenggara,Poso,Sulawesi Tengah,72.02.26
4509,72.02.27,72.02,72,Pamona Utara,Poso,Sulawesi Tengah,72.02.27
4510,72.02.24,72.02,72,Lore Timur,Poso,Sulawesi Tengah,72.02.24
4511,92.06.13,92.06,92,Dataran Beimes,Teluk Bintuni,Papua Barat,92.06.13
4512,72.02.25,72.02,72,Lore Piore,Poso,Sulawesi Tengah,72.02.25
4513,92.06.14,92.06,92,Sumuri,Teluk Bintuni,Papua Barat,92.06.14
4514,92.06.11,92.06,92,Manimeri,Teluk Bintuni,Papua Barat,92.06.11
4515,92.06.12,92.06,92,Tuhiba,Teluk Bintuni,Papua Barat,92.06.12
4516,13.71.09,13.71,13,Kuranji,Kota Padang,Sumatera Barat,13.71.09
4517,13.71.07,13.71,13,Lubuk Kilangan,Kota Padang,Sumatera Barat,13.71.07
4518,71.01.19,71.01,71,Passi Barat,Bolaang Mongondow,Sulawesi Utara,71.01.19
4519,13.71.08,13.71,13,Pauh,Kota Padang,Sumatera Barat,13.71.08
4520,13.71.01,13.71,13,Padang Selatan,Kota Padang,Sumatera Barat,13.71.01
4521,13.71.02,13.71,13,Padang Timur,Kota Padang,Sumatera Barat,13.71.02
4522,71.01.11,71.01,71,Dumoga Utara,Bolaang Mongondow,Sulawesi Utara,71.01.11
4523,71.01.12,71.01,71,Lolak,Bolaang Mongondow,Sulawesi Utara,71.01.12
4524,13.71.05,13.71,13,Bungus Teluk Kabung,Kota Padang,Sumatera Barat,13.71.05
4525,13.07.10,13.07,13,Situjuah Limo Nagari,Lima Puluh Kota,Sumatera Barat,13.07.10
4526,13.71.06,13.71,13,Lubuk Begalung,Kota Padang,Sumatera Barat,13.71.06
4527,71.01.10,71.01,71,Dumoga Timur,Bolaang Mongondow,Sulawesi Utara,71.01.10
